id,word,phrase,movie
576,tycka,Vad ska vi göra idag? Vad tycker du?,tycka-00182-fras-3.mp4
576,tycka,Alla har rätt att tycka olika.,tycka-00182-fras-4.mp4
577,önska,Det jag önskar mig i julklapp är strumpor.,onska-00183-fras-1.mp4
577,önska,Du har snart födelsedag. Vad önskar du dig?,onska-00183-fras-2.mp4
578,kidnappa,Min kompis ska gifta sig till sommaren. Så nu är vi ett gäng som har fullt upp med att planera för en möhippa som vi ska ha.,kidnappa-00184-fras-1.mp4
579,ledsen,Alla kan vara ledsna ibland.,ledsen-00185-fras-1.mp4
579,ledsen,Min hund blir lätt ledsen om jag inte busar med den.,ledsen-00185-fras-2.mp4
580,vår,Vårt beslut står fast. Det går inte att ändra.,var-00186-fras-1.mp4
580,vår,Vår gymnasietid var helt skruvad.,var-00186-fras-2.mp4
581,min,Min bror har deltagit i ett OS.,min-00187-fras-1.mp4
582,mamma,Mamma är alltid bäst!,mamma-00188-fras-1.mp4
583,badkar,Om det bara finns dusch i en lägenhet är det OK för mig men min fru vill absolut ha badkar.,badkar-00189-fras-1.mp4
583,badkar,Jag har badkar hemma.,badkar-00189-fras-2.mp4
584,Jugoslavien,"Tidigare fanns det ett land som hette Jugoslavien, det landet finns inte kvar längre..",jugoslavien-00190-fras-1.mp4
584,Jugoslavien,Forna Jugoslavien splittrades till flera  länder. Vet du vilka länder forna Jugoslavien utgörs av idag?,jugoslavien-00190-fras-2.mp4
585,inbjuda,Jag har fått en mycket förnämlig inbjudan. Den kommer från kungen.,inbjuda-00191-fras-1.mp4
585,inbjuda,"Jag har fått två inbjudningar och jag vet inte vilken jag ska tacka ja till.

",inbjuda-00191-fras-2.mp4
586,välkommen,"Välkommen, jag hoppas att du kommer att trivas här.",valkommen-00192-fras-1.mp4
586,välkommen,Det är bra att du kom hit i alla fall. Välkommen!,valkommen-00192-fras-2.mp4
587,få,Jag har inte fått ditt mail. Hur kommer det sig?,fa-00193-fras-1.mp4
587,få,Jag ska få kattungar.,fa-00193-fras-2.mp4
587,få,När jag var liten fick jag väldigt mycket i veckopeng. Det var för att jag var yngst i familjen.,fa-00193-fras-3.mp4
588,inspelning,När man ville spela in film förr i tiden så använde man sig av en VHS-spelare.,inspelning-00194-fras-1.mp4
588,inspelning,"Hörande personer brukar använda sig av en telefonsvarare, via den kan man spela in ett meddelande. ",inspelning-00194-fras-2.mp4
588,inspelning,VHS-spelare användes förr i tiden för att spela in film. ,inspelning-00194-fras-3.mp4
589,oss emellan,Du har inte med det här att göra! Det här angår bara oss.,oss-emellan-00195-fras-1.mp4
590,relation,Våran relation har blivit allt sämre så jag funderar på att skilja mig.,relation-00196-fras-1.mp4
590,relation,"När du ser de här två siffrorna kan du då säga hur de relaterar till varandra?
",relation-00196-fras-2.mp4
591,sida,Den skriftliga rapporten av ett examensarbete brukar vara på väldigt många sidor.,sida-00197-fras-1.mp4
592,garanti,Jag har två års garanti på min TV.,garanti-00198-fras-1.mp4
592,garanti,"Jaha, är det garanti på den/det här. Hur länge gäller den?
",garanti-00198-fras-2.mp4
593,synd om,Det är synd om honom/henne. Alla tror att det är hens fel men hen är i själva verket oskyldig.,synd-om-00199-fras-1.mp4
593,synd om,Varför tycker du synd om honom? Han får faktiskt skylla sig själv.,synd-om-00199-fras-2.mp4
594,gäst,Jag kommer att ha gäster hos mig hela helgen.,gast-00200-fras-1.mp4
594,gäst,Vem är din gäst? Jag har aldrig sett hen förut.,gast-00200-fras-2.mp4
595,förnäm,Om jag ska till Riddarhuset på middag då måste jag veta i vilken ordning man använder de olika besticken eftersom det bara är fint folk där.,fornam-00201-fras-1.mp4
595,förnäm,Vet du hur jag beter mig stilfullt ifall jag ska till Stadshuset?,fornam-00201-fras-2.mp4
595,förnäm,I bostadsområdet bredvid mitt där bor det bara fint folk.,fornam-00201-fras-3.mp4
596,död,Farfar låg i sängen när han lugnt och stilla somnade in.,dod-00202-fras-1.mp4
596,död,När kriget pågick såg jag många döda människor.,dod-00202-fras-2.mp4
598,älskare,Han har många älskarinnor och hans fru vet ingenting.,alskare-00206-fras-1.mp4
598,älskare,"Som du vet har hon en älskare. Kan du vara snäll och hålla tyst om det.
",alskare-00206-fras-2.mp4
599,vänta,Jag har väntat i tjugo minuter.,vanta-00207-fras-1.mp4
600,mage,Min mage är väldigt känslig så jag kan inte äta lök.,mage-00209-fras-1.mp4
600,mage,Jag tyckte precis att din mage kurrade. Kan det stämma?,mage-00209-fras-2.mp4
601,må illa,Det finns olika orsaker till varför man mår illa.,ma-illa-00210-fras-1.mp4
601,må illa,Är allt bra med dig? Mår du illa?,ma-illa-00210-fras-2.mp4
601,må illa,Jag vill inte åka bil eftersom jag lätt blir illamående.,ma-illa-00210-fras-3.mp4
602,överkörd,Det stod i tidningen att en gångtrafikant ramlat och därefter blivit påkörd av en mopedist.,overkord-00211-fras-1.mp4
603,Australien,Jag har varit i Australien två gånger.,australien-00212-fras-1.mp4
603,Australien,Var i Australien har du varit?,australien-00212-fras-2.mp4
604,känguru,När jag var i Australien körde jag på en känguru.,kanguru-00213-fras-1.mp4
604,känguru,Har du smakat på kängurukött? Det är faktiskt gott!,kanguru-00213-fras-2.mp4
604,känguru,Vet du vad det här är för kött? Det är känguru.,kanguru-00213-fras-3.mp4
604,känguru,Kängurun bär sin lilla unge i pungen.,kanguru-00213-fras-4.mp4
605,missfall,Jag hörde att du fått missfall. Stämmer det?,missfall-00214-fras-1.mp4
606,skinka,När jag gör toast brukar jag fylla dem med ost och skinka.,skinka-00215-fras-1.mp4
607,avundsjuk,Många är avundsjuka för att jag har köpt en BMW.,avundsjuk-00216-fras-1.mp4
607,avundsjuk,Jag har köpt en ny kamera som min morbror tittade på när han kom. Han tyckte att den var fin och blev lite avundsjuk.,avundsjuk-00216-fras-2.mp4
608,ficka,"Jag har massor med saker i fickan så den buktar ut ordentligt.
",ficka-00217-fras-1.mp4
609,förman,Min pappa avskydde sin förman för han var alltid elak.,forman-00218-fras-1.mp4
610,mästare,Jag har varit svensk mästare i bridge många gånger.,mastare-00219-fras-1.mp4
610,mästare,Det finns ett tv-program som heter Mästarnas mästare. Brukar du titta på det?,mastare-00219-fras-2.mp4
611,amputera ben,Min kompis har fått amputera sitt ben efter att hon blivit påkörd av en bil.,amputera-ben-00220-fras-1.mp4
612,hund,Mina barn tjatar om att få en hund men det kan de inte få för jag är allergisk.,hund-00222-fras-1.mp4
612,hund,Min förra hund hette Mia.,hund-00222-fras-2.mp4
612,hund,På torsdagarna går jag alltid till hundparken med min hund.,hund-00222-fras-3.mp4
613,vägg,Jag vill flytta på väggen.,vagg-00223-fras-1.mp4
613,vägg,Jag tänker sätta upp tavlan på väggen i vardagsrummet.,vagg-00223-fras-2.mp4
614,att,Jag minns inte var jag har sett citatet ”Att vara eller inte vara”.,att-00224-fras-1.mp4
615,servera,Jag var på en restaurang där det tog en väldig tid innan maten blev serverad.,servera-00225-fras-1.mp4
616,servitris,På en populär restaurang här i Stockholm finns det en servitris som kan teckenspråk.,servitris-00226-fras-1.mp4
616,servitris,Min mormor har arbetat som servitris i många år.,servitris-00226-fras-2.mp4
617,väst,USA är ett stort land. I västra delen ligger Los Angeles.,vast-00227-fras-1.mp4
618,hugga,Strax före jul varje år går min pappa alltid ut i skogen och hugger granar.,hugga-00228-fras-1.mp4
618,hugga,"Jag vet ingenting om hur man fäller träd. Är du bra på det?
",hugga-00228-fras-2.mp4
619,yxa,Min pappa har råkat hugga av tummen med en yxa.,yxa-00229-fras-1.mp4
619,yxa,De flesta använder en yxa när de ska klyva ved.,yxa-00229-fras-2.mp4
620,öst,I Australien bor det flest människor i landets östra delar.,ost-00230-fras-1.mp4
620,öst,Det är bra seglarväder idag för vindarna blåser mot öster.,ost-00230-fras-2.mp4
620,öst,Jag har backpackat 6 månader i östra Europa.,ost-00230-fras-3.mp4
622,dal,Vi stod på berget och kunde se ut över dalen.,dal-00232-fras-1.mp4
623,direkt,När jag har jobbat klart åker jag hem direkt.,direkt-00233-fras-1.mp4
624,fisk,Vid kinarestaurangen i stan finns en damm där fiskar simmar omkring.,fisk-00234-fras-1.mp4
625,sida,Vilken sida står du på ? Min eller mammas?,sida-00235-fras-1.mp4
625,sida,Det finns en sida på internet där man kan spela olika spel.,sida-00235-fras-2.mp4
625,sida,På mammas sida av släkten är det många som kan teckenspråk.,sida-00235-fras-3.mp4
627,tigga,I tunnelbanan finns det folk som försöker tigga pengar.,tigga-00237-fras-1.mp4
628,begära,Jag har vid en lönesamtal begärt lönepåslag och fått igenom det.,begara-00238-fras-1.mp4
628,begära,Jag har begärt högre lön.,begara-00238-fras-2.mp4
629,är,"Den där filmstjärnan du vet, det är hen som fått en Oscar.",ar-00239-fras-1.mp4
629,är,Är hen verkligen norrlänning?,ar-00239-fras-2.mp4
630,att vara,Det lyste en röd varningslampa i bilen att något var fel och när jag undersökte det hela så visade det sig att det var en elkabel som var problemet.,att-vara-00240-fras-1.mp4
630,att vara,Är det han som heter Bosse?,att-vara-00240-fras-2.mp4
630,att vara,Det var det programmet som du såg på tv igår som jag var med i.,att-vara-00240-fras-3.mp4
630,att vara,Jag letade efter min nyckel och hittade den till sist på köksbordet. ,att-vara-00240-fras-4.mp4
631,nivå,Jag anmälde mig till en danskurs men när jag kom dit märkte jag att nivån var för hög för mig så jag hoppade av.,niva-00243-fras-1.mp4
632,hylla,Jag har en tom hylla hemma. Jag vet inte vad jag ska ha i den.,hylla-00244-fras-1.mp4
632,hylla,Jag har en jättefin vit hylla som jag ska sälja. Vill du ha den?,hylla-00244-fras-2.mp4
632,hylla,Jag har ingen hylla hemma för jag tycker inte att jag behöver det.,hylla-00244-fras-3.mp4
632,hylla,Jag har en bokhylla hemma som jag inte använder. Du kan få den.,hylla-00244-fras-4.mp4
633,damma,Innan jag dammsuger brukar jag damma.,damma-00245-fras-1.mp4
634,trappa,Om du vill besöka stadsbiblioteket ska du gå uppför trappan som ligger direkt till vänster innanför dörren.,trappa-00246-fras-1.mp4
635,hög,"Det byggs väldigt mycket i stan, flera höga hus.",hog-00247-fras-1.mp4
636,uppväxt,Jag är uppväxt i Malmö.,uppvaxt-00248-fras-1.mp4
636,uppväxt,Jag har haft en svår uppväxt.,uppvaxt-00248-fras-2.mp4
636,uppväxt,Jag är uppvuxen i Danmark och flyttade hit för åtta år sedan.,uppvaxt-00248-fras-3.mp4
637,växa upp,Jag är uppvuxen i Dalarna.,vaxa-upp-00249-fras-1.mp4
637,växa upp,Vilket är ditt bästa barndomsminne?,vaxa-upp-00249-fras-2.mp4
638,avgöra,Sista målet är avgörande.,avgora-00250-fras-1.mp4
639,final,Snart börjar finalen.,final-00251-fras-1.mp4
639,final,Snart börjar fotbollsfinalen.,final-00251-fras-2.mp4
639,final,Imorgon är det final kl 14. ,final-00251-fras-3.mp4
639,final,Det blir en väldigt spännande final eftersom båda lagen är lika starka. ,final-00251-fras-4.mp4
640,slå vad,Ska vi slå vad?,sla-vad-00252-fras-1.mp4
641,vuxen,"Alla har olika uppfattningar om när ungdomar blir vuxna.
",vuxen-00253-fras-1.mp4
642,låg,I dag ligger den svenska kronan lågt i kurs och det medför att allt fler turister strömmar hit.,lag-00254-fras-1.mp4
643,barn,Mina barn är helt sålda på TV-spel. De måste spela varje dag.,barn-00257-fras-1.mp4
643,barn,När sommarlovet är slut är barnen fulla av iver över att komma tillbaka till skolan.,barn-00257-fras-2.mp4
643,barn,Jag har tre barn.,barn-00257-fras-3.mp4
644,måla,Mitt rum ska målas blått.,mala-00258-fras-1.mp4
645,gård,Min familj är riktiga bönder. Vi har gård och djur.,gard-00259-fras-1.mp4
646,marknad,Jag har saker som jag inte vill ha kvar så jag tänker hyra ett bord på en marknad och göra mig av med grejorna.,marknad-00260-fras-1.mp4
647,miljö,Jag har nyligen börjat sortera soporna för jag vill värna om miljön.,miljo-00261-fras-1.mp4
649,park,Jag tycker att Central Park i New York är vacker. Den skiljer sig från andra parker.,park-00263-fras-1.mp4
651,mitt på dagen,Kan vi träffas kl 10 eller mitt på dagen?,mitt-pa-dagen-00265-fras-1.mp4
651,mitt på dagen,Solen står oftast högst mitt på dagen. ,mitt-pa-dagen-00265-fras-2.mp4
652,resa runt,I somras reste jag runt i Italien.,resa-runt-00266-fras-1.mp4
653,ungefär,Jag ska träffa farmor ungefär klockan två.,ungefar-00267-fras-1.mp4
653,ungefär,Jag styrketränar nästan varje dag. Det blir ungefär 4-6 gånger i veckan.,ungefar-00267-fras-2.mp4
654,tid,Under min tid på gymnasiet så festade jag mycket. ,tid-00268-fras-1.mp4
654,tid,På min tid fanns det inga mobiltelefoner. ,tid-00268-fras-2.mp4
655,mycket bra,Min kompis platt-TV:n är ganska bra men min är superbra.,mycket-bra-00269-fras-1.mp4
656,januari,Jag fyller år den 13 januari. ,januari-00270-fras-1.mp4
656,januari,Det snöar alltid mycket under januari månad. ,januari-00270-fras-2.mp4
657,söder,"Min kusin bor i Karlskrona, som ligger söderut.",soder-00271-fras-1.mp4
658,kust,Kusten är det som delar hav och land.,kust-00272-fras-1.mp4
659,ge en örfil,Jag var verkligen arg på honom och gav honom en örfil.,ge-en-orfil-00273-fras-1.mp4
659,ge en örfil,Varför gav du honom en örfil?,ge-en-orfil-00273-fras-2.mp4
659,ge en örfil,Jag blev överrumplad i morse när en person gav mig en örfil.,ge-en-orfil-00273-fras-3.mp4
660,nej,"Neej, jag har inte sagt någonting till mamma.",nej-00274-fras-1.mp4
661,din,Är den där silvergrå Porschen din?,din-00275-fras-1.mp4
661,din,Är det huset ditt?,din-00275-fras-2.mp4
661,din,Är inte det huset ditt?,din-00275-fras-3.mp4
662,borta,"Vecka 22 är jag bortrest.
",borta-00276-fras-1.mp4
663,läsa,Jag brukar läsa sagor för mina barn innan de ska sova.,lasa-00277-fras-1.mp4
663,läsa,Det är viktigt att läsa för att kunna samla på sig mycket kunskap. ,lasa-00277-fras-2.mp4
664,varsågod,"Varsågod, här får du fotona som jag tog förra helgen.",varsagod-00278-fras-1.mp4
665,vända sig till,Vart ska jag vända mig om jag vill diskutera banklån? ,vanda-sig-till-00279-fras-1.mp4
667,spegel,När jag kom i affären fick jag syn på en spegel jag ville ha.,spegel-00282-fras-1.mp4
668,norr,Kebnekaise ligger i norra Sverige.,norr-00283-fras-1.mp4
670,avvisa,Det finns en person som alltid stöter på mig fast jag avvisar honom/henne.,avvisa-00285-fras-1.mp4
670,avvisa,När jag och min kompis lekte ville min lillasyster vara med men vi motade bort henne.,avvisa-00285-fras-2.mp4
671,klocka,Jag tänker gå på lunch kl 12. Vill du följa med?,klocka-00286-fras-1.mp4
671,klocka,"Vår sons dop är klockan 12
",klocka-00286-fras-2.mp4
671,klocka,Du måste gå och lägga dig klockan 10 ikväll.,klocka-00286-fras-3.mp4
671,klocka,Jag har glömt hur dags mötet är idag. Är det klockan 11 eller 12?,klocka-00286-fras-4.mp4
672,hasch,Jag har aldrig testat hasch.,hasch-00287-fras-1.mp4
673,arbetskamrat,Min arbetskamrat bor mitt emot.,arbetskamrat-00288-fras-1.mp4
674,efter,Jag har bestämt mig för att titta på TV först efter klockan åtta och inte före.,efter-00289-fras-1.mp4
676,utanför,Ställ soppåsen till höger utanför dörren.,utanfor-00291-fras-1.mp4
676,utanför,"Vad vill du? Ska vi slåss? Vi ses utanför, eller..?",utanfor-00291-fras-2.mp4
676,utanför,Jag har köpt ett hus utanför Stockholm.,utanfor-00291-fras-3.mp4
677,öppna,Det är så varmt här inne! Kan jag öppna fönstret?,oppna-00292-fras-1.mp4
679,tillbaka,"Ja, du får låna den. Men jag vill ha tillbaka den sen.",tillbaka-00294-fras-1.mp4
680,återkomma,"Vänta, jag återkommer.",aterkomma-00296-fras-1.mp4
680,återkomma,Chefen sa att hen ska återkomma men nu har jag väntat länge. Undrar när hen hör av sig.,aterkomma-00296-fras-2.mp4
680,återkomma,Den punkten är bättre om vi återkommer till senare. Är det okej?,aterkomma-00296-fras-3.mp4
680,återkomma,Du sa att du skulle återkomma. När gör du det?,aterkomma-00296-fras-4.mp4
681,bakom,Bakom bordet finns det en låda som innehåller massor med saker.,bakom-00297-fras-1.mp4
681,bakom,Förut fanns det en madrass placerad bakom soffan. Men den är borta nu. Var är den nånstans?,bakom-00297-fras-2.mp4
681,bakom,Katten är bakom soffan.,bakom-00297-fras-3.mp4
682,före,"Det är alltid stressigt före julafton, man ska ordna med julklapparna och maten.",fore-00298-fras-1.mp4
682,före,Jag måste gå på toa innan jag sticker.,fore-00298-fras-2.mp4
683,innan,"Vi gick och tog ett glas vin innan var och en åkte hem efter bion.

",innan-00299-fras-1.mp4
684,roll,Just den skådespelaren är jag väldigt förtjust i men hans roll i filmen gillar jag inte.,roll-00300-fras-1.mp4
684,roll,Det är skillnad mellan den roll man har på jobbet och den man har hemma i familjen.,roll-00300-fras-2.mp4
684,roll,Vilken roll har du på jobbet?,roll-00300-fras-3.mp4
685,skådespelare,"Min farfar, han var skådespelare.",skadespelare-00301-fras-1.mp4
685,skådespelare,Att vara skådespelare verkar vara ett roligt jobb.,skadespelare-00301-fras-2.mp4
686,spela teater,Sluta skoja! Kan du vara seriös nu!? ,spela-teater-00302-fras-1.mp4
686,spela teater,"Skojar du nu, eller?",spela-teater-00302-fras-2.mp4
686,spela teater,Skojar hen eller är hen allvarlig?,spela-teater-00302-fras-3.mp4
687,teater,"Jag tittar hellre på teater än på bio.
",teater-00303-fras-1.mp4
688,dator,Jag behöver en ny dator.,dator-00304-fras-1.mp4
688,dator,Vilken dator är bäst? Är det en PC eller en Mac?,dator-00304-fras-2.mp4
688,dator,Är du duktig på att installera program i datorn?,dator-00304-fras-3.mp4
689,port,Till min port finns det ingen kod utan man måste använda en tag som man riktar mot en dosa och först när en lampa lyser grönt kan man öppna och gå in.,port-00306-fras-1.mp4
690,komma fram,Vad gjorde du efter att du kommit fram?,komma-fram-00307-fras-1.mp4
690,komma fram,Först flög vi och sen tog vi bil den sista biten. ,komma-fram-00307-fras-2.mp4
691,versalgemen,"När du ska skriva ""Stockholm"" ska första bokstaven vara en versal, alltså ett ett stort S.",versalgemen-07801-fras-1.mp4
692,färdig,Jag är färdig nu.,fardig-00310-fras-1.mp4
692,färdig,I helgen har jag städat hur mycket som helst men nu är det klart. Det är rent överallt!,fardig-00310-fras-2.mp4
692,färdig,"Jordgubbarna har växt bra och blivit klara tidigt, redan innan midsommar.",fardig-00310-fras-3.mp4
692,färdig,Jag har redan läst ut boken så nu ska jag börja med en ny.,fardig-00310-fras-4.mp4
693,slut,"Basketsäsongen är snart slut men till hösten drar den igång igen.
",slut-00311-fras-1.mp4
693,slut,Filmen slutar kl 11.00,slut-00311-fras-2.mp4
693,slut,"Vi har varit tillsammans i 11 år, men nu har vi gjort slut.",slut-00311-fras-3.mp4
694,sluta,Kan du sluta skrika!,sluta-00312-fras-1.mp4
694,sluta,Jag slutade skolan när jag var 17 år gammal.,sluta-00312-fras-2.mp4
694,sluta,När slutar du idag?,sluta-00312-fras-3.mp4
694,sluta,"Sluta med dina frågor, jag tänker ändå inte berätta.",sluta-00312-fras-4.mp4
696,förbereda sig,Sara ska bjuda på en stor middag ikväll så hon har förberett mycket av maten under dagen.,forbereda-sig-00316-fras-1.mp4
697,redan,"Tidningen annonserade om en skorea så jag skyndade mig till affären. Men det var redan slutsålt när jag kom dit.
",redan-00317-fras-1.mp4
698,räcka,På tentan skrev jag väldigt mycket som svar på en fråga medan en annan student nöjde sig med några rader.,racka-00318-fras-1.mp4
699,skada,Igår spelade min pojke fotboll och blev skadad.,skada-00319-fras-1.mp4
699,skada,Om man har hjälm på sig skadar man sig mindre.,skada-00319-fras-2.mp4
699,skada,Det fanns en snygg stol som jag ville köpa men när jag kom dit såg jag att kanten på stolen var skadad så jag struntade i att köpa den.,skada-00319-fras-3.mp4
700,från,Från Visby till Nynäshamn tar det ungefär tre timmar med båt.,fran-00320-fras-1.mp4
701,efter,Ska vi gå på afterwork efter jobbet?,efter-00322-fras-1.mp4
701,efter,När jag har jobbat färdigt åker jag hem.,efter-00322-fras-2.mp4
701,efter,Efter Nyhetstecken kommer en tecknad film.,efter-00322-fras-3.mp4
702,ställd,Jag fastnade på en av frågorna och kunde inte ge något svar på den.,stalld-00326-fras-1.mp4
702,ställd,"Provet var lätt, det var bara en fråga som jag inte kunde svaret på.",stalld-00326-fras-2.mp4
702,ställd,Om du inte vet hur du ska lösa det så kan du säga till mig.,stalld-00326-fras-3.mp4
702,ställd,Jag har kört fast på en matteuppgift. Jag vet inte hur jag ska lösa den.,stalld-00326-fras-4.mp4
703,svarslös,"När jag läste frågan, visste jag inte vad jag skulle svara.",svarslos-00327-fras-1.mp4
703,svarslös,Vilken av de här frågorna var det som du körde fast på?,svarslos-00327-fras-2.mp4
704,till,Vilken sida i matteboken är det jag ska läsa till imorgon?,till-00328-fras-1.mp4
704,till,Vilket stort paket! Vem ska få presenten?,till-00328-fras-2.mp4
704,till,Vilket stort paket! Vem ska få presenten?,till-00328-fras-3.mp4
705,förhinder,Jag har fått förhinder så jag kan inte komma på festen.,forhinder-00329-fras-1.mp4
705,förhinder,Vad var orsaken till att du inte kunde komma på middagen igår?,forhinder-00329-fras-2.mp4
706,berättelse,I boken finns det en berättelse som du ska ha läst klart till fredag.,berattelse-00330-fras-1.mp4
706,berättelse,Du vet att det finns många berättelser från hela världen. Vilken berättelse är din favorit?,berattelse-00330-fras-2.mp4
706,berättelse,Jag tycker inte om berättelser. Jag läser hellre dikter.,berattelse-00330-fras-3.mp4
707,fortsätta,För att hålla en brasa vid liv måste man då och då se till att fylla på med ved,fortsatta-00331-fras-1.mp4
707,fortsätta,"Om jag inte blir godkänd, så tänker jag inte fortsätta. ",fortsatta-00331-fras-2.mp4
708,amortera,Hur mycket amorterar Ulla varje månad?,amortera-00332-fras-1.mp4
709,berätta,Jag tycker det är roligt att berätta sagor.,beratta-00333-fras-1.mp4
709,berätta,Sluta fråga så mycket. Jag tänker inte berätta något.,beratta-00333-fras-2.mp4
711,av,När det gäller provet var det 12 av 20 som klarade det.,av-00335-fras-1.mp4
713,avstängd,Om man får ett rött kort så innebär det att man är avstängd nästa match.,avstangd-00337-fras-1.mp4
713,avstängd,En hockeyspelare har blivit avstängd från all form av idrottsligt utövande på grund av att hen tryckt till en domare med sin klubba. ,avstangd-00337-fras-2.mp4
714,undvika,Jag undviker Jonny för jag vill inte träffa honom.,undvika-00338-fras-1.mp4
715,tidning,Olle brukar få Dagens Nyheter (DN) på morgnarna,tidning-00339-fras-1.mp4
716,slut,"Jag var på affären för jag ville köpa äpplen, men jag hittade inga. De var slut.",slut-00340-fras-1.mp4
716,slut,"Jag tänkte åka dit och köpa biljetter, men biljetterna var slut.",slut-00340-fras-2.mp4
716,slut,Affären hade rea men när jag kom dit så var alla kläder slut till min stora besvikelse.,slut-00340-fras-3.mp4
717,full,Tyvärr går det inte att komma in där. Det är fullt.,full-00341-fras-1.mp4
717,full,Du ska fylla hinken ända upp till kanten med vatten. ,full-00341-fras-2.mp4
717,full,"Jag tänkte ta tåget, men när jag skulle boka biljett var det fullbokat. Det  har aldrig hänt förut.",full-00341-fras-3.mp4
717,full,När jag kom till föreläsningen var det fullsatt så jag kunde inte komma in.,full-00341-fras-4.mp4
720,katt,Min katt är 8 år gammal,katt-00344-fras-1.mp4
720,katt,"Jag har haft katt i 14 år.
",katt-00344-fras-2.mp4
720,katt,Katten var ungefär så här stor. ,katt-00344-fras-3.mp4
722,genomsnitt,I genomsnitt spelar jag bridge två gånger i veckan.,genomsnitt-00346-fras-1.mp4
723,klara sig undan,"Förra helgen, när jag var på puben, blev det stort bråk men sån tur var gick jag därifrån så jag blev inte inblandad i det.",klara-sig-undan-00349-fras-1.mp4
723,klara sig undan,Alla blev ju matförgiftade. Hur lyckades du klara dig från det? ,klara-sig-undan-00349-fras-2.mp4
726,hindra,Jag vill ha en hund men min astma hindrar mig från att skaffa en.,hindra-00352-fras-1.mp4
727,störa,Ungen där inne sover så jag vill inte störa.,stora-00353-fras-1.mp4
727,störa,Om lampan håller på och blinkar blir jag störd och kan inte koncentrera mig.,stora-00353-fras-2.mp4
727,störa,Stör mig inte! ,stora-00353-fras-3.mp4
728,hälsa på,Imorgon ska jag hälsa på hos min flickväns föräldrar.,halsa-pa-00354-fras-1.mp4
728,hälsa på,Får jag hälsa på ikväll?,halsa-pa-00354-fras-2.mp4
729,konjak,Jag brukar aldrig servera konjak till kaffet.,konjak-00355-fras-1.mp4
730,såg,Har du en såg som jag kan få låna? Jag behöver såga en bräda.,sag-00356-fras-1.mp4
731,flagga,"Belgiens flagga består av tre vertikala ränder i svart, gult och rött.
",flagga-00357-fras-1.mp4
731,flagga,Flaggan blåste stillsamt i vinden. ,flagga-00357-fras-2.mp4
734,stäng,Alla affärer håller stängt under påskhelgen. Jag får vänta tills på tisdag för då öppnar de igen.,stang-00360-fras-1.mp4
738,bestämma,Jag bestämmer över andras arbetsuppgifter.,bestamma-00365-fras-1.mp4
738,bestämma,Det finns vissa som tycker om att bestämma mycket men det finns också de som inte tycker om att bestämma alls.,bestamma-00365-fras-2.mp4
738,bestämma,Vem bestämmer? Du eller jag?,bestamma-00365-fras-3.mp4
738,bestämma,Var snäll och sluta nu. Det är jag som bestämmer över dig.,bestamma-00365-fras-4.mp4
739,gälla,Om jag tackar ja till det där jobbet vad är det då som gäller?,galla-00366-fras-1.mp4
740,lagom,Tycker du att det är lagom varmt i det här rummet?,lagom-00367-fras-1.mp4
741,riktig,Bensinpriset har höjts och det är helt i sin ordning.,riktig-00368-fras-1.mp4
742,stämma,Det du sa stämmer helt.,stamma-00369-fras-1.mp4
743,avdelning,Ett sjukhus har väldigt många olika avdelningar.,avdelning-00371-fras-1.mp4
743,avdelning,I klädaffären finns det olika avdelningar. En för män och en för kvinnor.,avdelning-00371-fras-2.mp4
744,dela,Det här köttstycket måste delas i mindre bitar.,dela-00372-fras-1.mp4
745,sopa,"Min dammsugare gick sönder så jag var tvungen att använda sopborsten istället.
",sopa-00373-fras-1.mp4
746,mellan,Vill du sitta mellan mig och pappa?,mellan-00374-fras-1.mp4
747,ungefär,I skålen ska du hälla i cirka 1 liter mjölk.,ungefar-00375-fras-1.mp4
747,ungefär,Min Mercedes har ungefär 400 hästkrafter.,ungefar-00375-fras-2.mp4
747,ungefär,Jag ska träffa en kund vid tvåtiden imorgon.,ungefar-00375-fras-3.mp4
748,göra sig av med,Disken har hopat sig. Det är bäst att ta itu med den.,gora-sig-av-med-00376-fras-1.mp4
748,göra sig av med,Jag har varit nere i källaren och städat upp bland alla tunga böcker. Jag packade ner dem i lådor som jag sedan staplade på varandra. ,gora-sig-av-med-00376-fras-2.mp4
749,vodka,Förut drack jag mycket vodka.,vodka-00377-fras-1.mp4
749,vodka,Jag gillar inte vodka.,vodka-00377-fras-2.mp4
749,vodka,Du har hällt i alldeles för mycket vodka och för lite cola. Det är väldigt starkt!,vodka-00377-fras-3.mp4
750,dela,"Jag har delat upp mitt lån i två delar, en med fast och en med rörlig ränta.",dela-00378-fras-1.mp4
750,dela,När vinsten kommer delar vi på den.,dela-00378-fras-2.mp4
750,dela,Vi ska dela på arvet.,dela-00378-fras-3.mp4
750,dela,Jag kan inte äta upp en hel pizza. Jag måste dela den med någon.,dela-00378-fras-4.mp4
751,halv,Jag är ingen tvättäkta svensk för jag är hälften fransyska och hälften svensk.,halv-00379-fras-1.mp4
753,bläddra,Jag brukar inte läsa skvallertidningar i vanliga fall. Men när jag går till tandläkaren händer det att jag bläddrar i sådana tidningar.,bladdra-00381-fras-1.mp4
753,bläddra,"När jag kom hem och fick syn på Mio-katalogen, tog jag den och började bläddra i den med detsamma. ",bladdra-00381-fras-2.mp4
754,utan,Vad är livet utan kärlek?,utan-00382-fras-1.mp4
