id,word,description
24241,Alingsås,"Nyphanden, vänsterriktad och inåtvänd, förs i nedåtgående cirklar med bibehållen kontakt med högra sidan av bröstet"
16651,struntar i,"Krokfingret, uppåtriktat och vänstervänt, förs till kontakt med högra örat //
Krokfingret, uppåtriktat och vänstervänt, kontakt med vänstra örat, förs åt vänster samtidigt som det slås åt vänster"
18516,campa,"Flata händer, framåtriktade och nedåtvända, vinkelkontakt, förs sedan från varandra och nedåt, upprepas"
04843,handalfabet,"Klohanden, uppåtriktad och framåtvänd, förs åt höger med spelande fingrar, upprepas"
03174,inställning,"Pekfingret, uppåtriktat och framåtvänt, kontakt med pannan //
Flata handen, uppåtriktad och framåtvänd, förs framåt"
05610,diskmaskin,"Knutna handen, framåtriktad och nedåtvänd, förs i vänstergående cirklar med bibehållen kontakt ovanpå knutna handen, högerriktad och uppåtvänd //
Pekfingret, framåtriktat och uppåtvänt, förs i uppåtgående cirklar"
04748,hav,"Vinkelhanden, uppåtriktad och vänstervänd, kontakt med hakan, förs sedan framåt"
03069,leksak,"Vinkelhanden, vänsterriktad och inåtvänd, förs kort uppåt och nedåt med bibehållen kontakt med kinden //
Knutna händer, framåtriktade och vända mot varandra, förs mot varandra till kontakt"
08363,Modo Hockey,Bokstaveras: M-O-D-O
03731,deklarera,"Måtthänder, riktade från varandra och framåtvända, förs nedåt, upprepas"
12544,valborgsmässoafton,"Sprethänder, nedåtriktade och inåtvända, förs uppåt samtidigt som fingrarna spelar, upprepas //
S-handen, uppåtriktad och vänstervänd, kontakt först med pannan och sedan med hakan"
02254,justera,"Knutna händer, uppåtriktade och vända mot varandra, vrids inåt respektive framåt med medial kontakt med varandra, upprepas"
06760,domarboken,"N-händer, framåtriktade och vända mot varandra, förs kort mot varandra samtidigt som de vrids nedåt //
Flata händer, uppåtriktade och vända mot varandra, kontakt med varandra, förs sedan från varandra samtidigt som de vrids inåt"
17244,Modo Hockey,"M-handen, uppåtriktad och vänstervänd, förs kort åt vänster med medial kontakt med näsan, upprepas"
02862,ensam,"Pekfingret, uppåtriktat och inåtvänt, förs i vänstergående cirklar"
04461,kvartal,"W-handen, framåtriktad och uppåtvänd, förs nedåt samtidigt som den vrids nedåt till kontakt med den flata handen, högerriktad och uppåtvänd, upprepas"
04425,unna,Bokstaveras: U-N-N-A
12133,L1,"Pekfingret, uppåtriktat och framåtvänt, vrids inåt"
23319,språkbegåvning,"Sprethanden, vänsterriktad och inåtvänd, förs åt höger med bibehållen kontakt med sprethanden, högerriktad och inåtvänd //
Krokfingret, uppåtriktat och framåtvänt, kontakt med pannan //
Krokfingret, framåtriktat och nedåtvänt, förs nedåt med medial kontakt bakom flata handen, högerriktad och inåtvänd"
09410,bouppgivare,"Flata handen, uppåtriktad och vänstervänd, kontakt med kinden //
Bokstaveras: U-P-P-G-I-V-A-R-E"
14588,peg,"Pekfingret, uppåtriktat och vänstervänt, kontakt under hakan"
11350,öre,"Stora nyphanden, uppåtriktad och vänstervänd, nyper i örat"
00437,ändra sig,"Flata handen, framåtriktad och nedåtvänd, kontakt ovanpå flata handen, högerriktad och uppåtvänd, vrids uppåt, kontakt"
07481,klubba,"Knutna handen, framåtriktad och nedåtvänd, förs åt vänster i en nedåtgående båge samtidigt som den vrids åt vänster"
01124,våning,"Flata handen, framåtriktad och nedåtvänd, förs åt höger"
14181,Halmstad BK,"Flata handen, framåtriktad och nedåtvänd, förs framåt i uppåtgående båge över flata handen, högerriktad och nedåtvänd, samtidigt som den slås nedåt"
19620,fotbollsturnering,"Knutna handen, nedåtriktad och inåtvänd, förs framåt till kontakt bakom flata handen, högerriktad och inåtvänd, upprepas //
Knutna händer, uppåtriktade och vända mot varandra, kontakt med varandra, byter plats med varandra, kontakt, upprepas"
14572,parallellslalom,"Pekfingrar, uppåtriktade och framåtvända, förs framåt först i en vänstergående båge och slutligen i en högergående båge"
17646,Dukis,Bokstaveras: D-U-K-I-S
04730,dövblind,"Flata handen, uppåtriktad och vänstervänd, förs åt vänster till kontakt med örat //
Dubbelkroken, uppåtriktad och inåtvänd, förs inåt mot näsan"
09658,jude,"H. H:s pekf. och långf. raka, föres horisontalt över hakan."
17506,Täby,Bokstaveras: T-Ä-B-Y
02089,berg,"Knutna handen, framåtriktad och nedåtvänd, förs åt höger med medial kontakt ovanpå knutna handen, framåtriktad och uppåtvänd"
05647,tänka på,"Pekfingret, uppåtriktat och inåtvänt, kontakt bredvid pannan //
Flata handen, framåtriktad och nedåtvänd, förs nedåt till kontakt ovanpå flata handen, högerriktad och nedåtvänd"
24410,elevkommitte,"Tumhanden, framåtriktad och vänstervänd, förs nedåt med medial kontakt med flata handen, framåtriktad och högervänd, upprepas //
K-händer, uppåtriktade och vända mot varandra, kontakt med varandra, förs framåt i en utåtgående båge samtidigt som de vrids inåt, kontakt"
05404,toner,Bokstaveras: T-O-N-E-R
11200,allmän språkvetenskap,"O-händer, framåtriktade och nedåtvända, kontakt med varandra, förs framåt och från varandra samtidigt som de förändras till sprethänder //
Sprethanden, vänsterriktad och inåtvänd, förs åt höger med bibehållen kontakt bakom sprethanden, högerriktad och inåtvänd //
Flata handen, uppåtriktad och inåtvänd, upprepade kontakter med pannan"
18667,Monster,"W-handen, uppåtriktad och framåtvänd, förs nedåt"
00266,resa runt,"Flata handen, uppåtriktad och vänstervänd, förs framåt samtidigt som den vrids fram och in ett par gånger"
07991,korall,Bokstaveras: K-O-R-A-L-L
16568,femte,"Pekfingret, framåtriktat och nedåtvänt och sprethanden, uppåtriktad och framåtvänd, förs nedåt med bibehållen kontakt med sprethandens tumme"
10510,väst,"S-händer, riktade mot varandra och inåtvända, förs nedåt med bibehållen kontakt med bröstet"
04678,bullra,"Flyghänder, uppåtriktade och framåtvända, förs från varandra från respektive öra med små upprepade vridningar mot varandra"
02518,jaga,"Tumhänder, framåtriktade och vända mot varandra, den högra snett bakom den vänstra, förs framåt, upprepas"
08308,pris,"V-handen, nedåtriktad och inåtvänd, upprepade kontakter med vänstra sidan av bröstet"
00469,på,"Flata handen, framåtriktad och nedåtvänd, förs nedåt till kontakt ovanpå flata handen, högerriktad och nedåtvänd"
10214,träd,"B. H. som bilden visar, samtidiga rörelser rakt uppåt under återgående vridrörelser."
02957,pizza,"Pekfingret, framåtriktad och uppåtvänd, förs i vänstergående cirklar (med bibehållen kontakt) ovanpå flata handen, högerriktad och uppåtvänd"
12173,salt,"S-handen, framåtriktad och högervänd, förs kort nedåt, upprepas"
10022,pensel,"N-handen, framåtriktad och nedåtvänd, slås upp och ned bakom flata handen, uppåtriktad och inåtvänd"
08892,februari,Bokstaveras: F-E-B
18420,institutionell,"Lillfingrar, uppåtriktade och inåtvända, kontakt med varandra, förs framåt i utåtgående båge, kontakt"
10551,undandräkt,Bokstaveras: U-N-D-A-N-D-R-Ä-K-T
00127,lussekatt,"Bokstaveras: L-U-S-S-E //
Flata handen, vänsterriktad och nedåtvänd, förs inåt med medial kontakt ovanpå flata handen, framåtriktad och nedåtvänd, upprepas"
04095,vanlig,"V-handen, uppåtriktad och vänstervänd, kontakt bredvid näsan //
V-händer, framåtriktade och nedåtvända, förs först kort nedåt och sedan från varandra samtidigt som de vrids uppåt"
13389,förmak,"Flata handen, vänsterriktad och inåtvänd, kontakt ovanpå flata handen, framåtriktad och högervänd, förs inåt, kontakt //
Bokstaveras: M-A-K"
06288,Hornstull,"S-handen, uppåtriktad och framåtvänd, kontakt vid sidan av pannan, förs sedan åt höger samtidigt som den slås åt vänster och förändras till knuten hand"
19961,gnaga,"Böjda tupphanden, uppåtriktad och framåtvänd, förändras till iilla O-handen, upprepas"
19654,neurologi,"Krokfingret, vänsterriktad och nedåtvänd, förs kort fram och tillbaka under kontakt med underarmen, framåtriktad och uppåtvänd"
10836,smidig,Bokstaveras: S-M-I-D-I-G
07252,ungefär klockan åtta,"Tupphanden, uppåtriktad och vänstervänd, vrids kort fram och in ett par gånger bredvid sprethanden, uppåtriktad och högervänd, som hålles stilla"
07966,skräddare,"Stora nyphanden, framåtriktad och nedåtvänd, förs åt vänster med medial kontakt ovanpå stora nyphanden, högerriktad och inåtvänd, upprepas"
01919,smutsig,"Knutna handen, uppåtriktad och vänstervänd, förs i nedåtgående cirklar framför näsan "
09469,distansavtal,"Tumhanden, framåtriktad och vänstervänd, kontakt framför tumhanden, framåtriktad och högervänd, förs framåt i en uppåtgående båge //
Pekfingret, uppåtriktat och inåtvänt, kontakt med munnen //
Flata handen, framåtriktad och vänstervänd, förs uppåt med medial kontakt bredvid flata handen, högerriktad och inåtvänd"
16842,Kyrkslätt,"U-händer, uppåtriktade och vända mot varandra, förs uppåt och mot varandra, kontakt med varandra //
Sprethanden, uppåtriktad och inåtvänd, förs uppåt med medial kontakt bakom sprethanden, högerriktad och inåtvänd, upprepas"
16056,Colorado Avalanche,"A-handen, uppåtriktad och vänstervänd, förs först åt höger, sedan nedåt och åt vänster och slutligen åt höger"
01569,fem timmar,"Sprethanden, vänsterriktad och inåtvänd, förs i framåtgående cirkel ett par gånger bredvid flata handen, framåtriktad och högervänd"
01424,flaska,"S-handen, framåtriktad och vänstervänd, kontakt ovanpå flata handen, högerriktad och uppåtvänd, förs uppåt samtidigt som den förändras till knuten hand"
05706,leva,"Sprethänder, uppåtriktade och inåtvända, förs kort framåt, upprepas"
20473,rådjur,"L-händer, uppåtriktade och vända mot varandra, kontakt vid respektive sida av pannan, förs framåt och från varandra samtidigt som de vrids framåt"
06924,kallelse,"Pekfingret, uppåtriktat och framåtvänt, förs uppåt i huvudhöjd //
Krokfingrar, framåtriktade och uppåtvända, den högra snett bakom den vänstra, böjs ett par gånger"
07270,mässa,"Flata händer, uppåtriktade och vända mot varandra, förs kort framåt ett par gånger med bibehållen kontakt med varandra"
00132,vatten,"Flata handen, vänsterriktad och inåtvänd, förs åt höger med medial kontakt med halsen samtidigt som den förändras till vinkelhand, förs slutligen åt vänster med medial kontakt med halsen samtidigt som den förändras till flat hand"
00301,skådespelare,"Flata handen, vänsterriktad och inåtvänd, upprepade kontakter ovanpå flata handen, högerriktad och inåtvänd"
17346,text,"V-handen, vänsterriktad och inåtvänd, förs åt höger med bibehållen kontakt bakom flata handen, högerriktad och inåtvänd, upprepas"
20001,Tummelisa,"Tumhanden, vänsterriktad och inåtvänd, tummen böjs ett par gånger"
03141,matcha,"A-händer, uppåtriktade och vända mot varandra, upprepade kontakter bredvid varandra"
14300,ju-jutsu,"Flata händer, uppåtriktade och vända mot varandra, förs mot och förbi varandra samtidigt som de vrids framåt respektive inåt"
15279,antropologi,"Flata handen, vänsterriktad och inåtvänd, kontakt vid sidan av pannan, vrids framåt, kontakt"
02129,diplomat,"Klohanden, vänsterriktad och inåtvänd, upprepade kontakter med vänstra sidan av bröstet"
02826,vapen,"Pekfingret, vänsterriktat och inåtvänt, fingret böjs ett par gånger"
10124,stark,B. H. kraftigt knutna.
15919,nästäppa,"Raka måtthanden, vänsterriktad och inåtvänd, förändras till nyphanden framför näsan"
05300,sovrum,"Raka måtthanden, uppåtriktad och vänstervänd, förändras till nyphand bredvid ögat //
Vinkelhänder, framåtriktade och vända mot varandra, kontakt med varandra, förs sedan inåt samtidigt som de slås från varandra, kontakt"
17225,Diddi,"4-händer, uppåtriktade och framåtvända, förs från varandra framför pannan samtidigt som de slås från varandra"
02909,princip,"Pekfingret, vänsterriktat och nedåtvänt, förs nedåt med upprepade kontakter bredvid flata handen, uppåtriktad och högervänd"
01510,facit,Bokstaveras: F-A-C-I-T
17962,Azerbajdzjan,"Pekfingret, vänsterriktat och nedåtvänt, förs åt höger med bibehållen kontakt med pannan, slås uppåt, förs nedåt med bibehållen kontakt med kinden"
14400,lerduva,"Raka måtthanden, uppåtriktad och framåtvänd, förändras till nyphand ett par gånger med bibehållen kontakt med munnen //
Pekfingret, nedåtriktat och inåtvänt, förs i högergående cirkel ovanför flata handen, högerriktad och uppåtvänd"
13310,lam,Bokstaveras: L-A-M
01382,get,"S-handen, vänsterriktad och inåtvänd, kontakt under hakan, förs nedåt samtidigt som den vrids nedåt och förändras till knuten hand"
19808,blåmes,"Pekfingret, uppåtriktat och vänstervänt, kontakt bredvid näsan //
Bokstaveras: M-E-S"
11871,Volvo,"V-handen, uppåtriktad och inåtvänd, upprepade kontakter med hakan"
08109,klister,"Flata handen, inåtriktad och uppåtvänd, förs framåt med bibehållen kontakt ovanpå flata handen, framåtriktad och uppåtvänd, slås framåt, förs inåt med bibehållen kontakt"
10398,lärjungar,"A-händer, uppåtriktade och inåtvända, upprepade kontakter med pannan //
Pekfingrar, uppåtriktade och vända mot varandra, den ena bakom den andra, förs framåt med bibehållen kontakt med varandra //
Måtthanden, högerriktad och framåtvänd, förs åt höger med upprepade nedåtrörelser"
06072,räcka upp handen,"Flata handen, uppåtriktad och framåtvänd, förs uppåt bredvid huvudet"
04287,också,"V-händer, uppåtriktade och vända mot varandra, förs kort nedåt samtidigt som de slås framåt"
15384,rakhyvel,"Krokfingret, uppåtriktat och framåtvänt, förs nedåt ett par gånger med bibehållen kontakt med kinden //
Bokstaveras: H-Y-V-E-L"
06356,Kumla,"Pekfingret, vänsterriktat och nedåtvänt, vrids inåt ett par gånger med bibehållen kontakt vid sidan av halsen"
13620,vattenpolo,"S-handen, uppåtriktad och vänstervänd, förs upp och ner ett par gånger framför hakan //
Bokstaveras: P-O-L-O"
13071,frossa,"Knutna händer, uppåtriktade och vända mot varandra, förs kort mot varandra, upprepas"
01524,en månad,"Pekfingret, uppåtriktat och inåtvänt, hålles stilla //
Pekfingret, framåtriktat och nedåtvänt, förs nedåt"
09377,brun,"H. H:s pekf. och tumme raka, placerad under näsan."
24758,dra isär,"Vinkelhänder, riktade mot varandra och inåtvända, kontakt med varandra, förs från varandra"
20122,plastpåse,"A-händer, nedåtriktade och vända mot varandra, slås upp och ner växelvis //
Hållhänder, framåtriktade och uppåtvända, kontakt med varandra, förs uppåt i en utåtgående båge samtidigt som de vrids nedåt, kontakt"
19556,Christa Ekholm,"S-handen, vänsterriktad och uppåtvänd, upprepade kontakter med bröstet"
17481,överklass,"Vinkelhanden, uppåtriktad och vänstervänd, förs uppåt i en högergående båge bredvid vinkelhanden, uppåtriktad och vänstervänd //
S-händer, framåtriktade och vända mot varandra, förs mot varandra, kontakt"
11120,störd budgivning,"Tumhänder, riktade mot varandra och inåtvända, slås nedåt ett par gånger"
24697,damhatt,"Vinkelhanden, uppåtriktad och vänstervänd, kontakt med högra sidan av bröstet, slås nedåt, kontakt //
Flata handen, vänsterriktad och nedåtvänd, upprepade kontakter med hjässan"
16268,lunch,"Pekfingret, uppåtriktat och vänstervänt, förs kort nedåt med bibehållen kontakt med munnen, förändras till flata handen, kontakt"
17309,å,"Måtthanden, högerriktad och nedåtvänd, förs framåt med upprepade vänster-höger slåsrörelser"
06353,Kristianstad,"Pekfingret, framåtriktat och vänstervänt, förs åt höger med upprepade kontakter ovanpå underarmen, högerriktad och inåtvänd"
16087,Aston Villa FC,Bokstaveras: A-V
07940,dum,"Raka måtthanden, framåtriktad och vänstervänd, förs inåt samtidigt som den förändras till nyphand till kontakt med pannan"
00480,smör,"N-handen, framåtriktad och nedåtvänd, förs inåt med bibehållen kontakt ovanpå flata handen, framåtriktad och uppåtvänd"
12624,med avseende på,"Pekfingret, uppåtriktat och vänstervänt, kontakt med pannan //
Pekfingret, framåtriktat och nedåtvänt, kontakt med flata handen, högerriktad och inåtvänd"
14052,disciplinärende,"Nyphanden, vänsterriktad och inåtvänd, förs nedåt med bibehållen kontakt med vänstra överarmen //
Vinkelhanden, framåtriktad och nedåtvänd, upprepade kontakter ovanpå flata handen, högerriktad och inåtvänd"
12347,Frankfurt,"Hållhänder, riktade mot varandra och inåtvända, förs fram och tillbaka växelvis samtidigt som de slås fram och in"
16322,krusbär,"Bokstaveras: K-R-U-S //
Lilla O-handen, uppåtriktad och vänstervänd, kontakt med (omsluter) pekfingret, högerriktat och inåtvänt, slås framåt"
12487,förkorta,"Pekfingrar, uppåtriktade och framåtvända, i höjd med övre delen av ansiktet, slås snett nedåt och åt vänster"
15081,arbetssjukdom,"Knutna handen, framåtriktad och vänstervänd, upprepade kontakter ovanpå knutna handen, framåtriktad och högervänd //
Stora nyphanden, framåtriktad och nedåtvänd, kontakt ovanpå flata handen, högerriktad och nedåtvänd, förändras till flata handen, kontakt"
02673,afro,Bokstaveras: A-F-R-O
13980,marijuana,"4-handen, vänsterriktad och nedåtvänd, förs åt höger med bibehållen kontakt under näsan samtidigt som fingrarna spelar"
18970,trollkarl,"Pekfingrar, framåtriktade och vända mot varandra, korskontakt ovanpå varandra, förs uppåt och från varandra samtidigt som de förändras till sprethänder //
O-händer, uppåtriktade och framåtvända, förs kort inåt samtidigt som de förändras till sprethänder"
13961,bygelhäst,"Hållhänder, nedåtriktade och vända mot varandra, förs inåt samtidigt som de slås framåt //
V-handen, nedåtriktad och inåtvänd, förs i vänstergående cirklar ovanför flata handen, framåtriktad och högervänd, avslutas med kort nedåtrörelse bredvid"
06037,orgasm,"Sprethanden, uppåtriktad och inåtvänd, förs i nedåtgående cirkel framför pannan"
00604,liten,"Flata händer, framåtriktade och vända mot varandra, förs mot varandra, upprepas"
14874,premiär,"Hållhänder, riktade mot varandra och inåtvända, kontakt med varandra, förs framåt samtidigt som de slås framåt"
01622,i sträck,"Flata handen, framåtriktad och nedåtvänd, förs åt höger med bibehållen kontakt ovanpå flata handen, högerriktad och uppåtvänd"
03226,brännskada,"A-handen, framåtriktad och vänstervänd, kontakt med munnen //
A-handen, nedåtriktad och vänstervänd, förs ned till kontakt ovanpå flata handen, högerriktad och uppåtvänd, förs slutligen uppåt //
Vinkelhanden, framåtriktad och vänstervänd, upprepade kontakter bredvid flata handen, framåtriktad och högervänd"
03626,kostym,"Tumhänder, riktade mot varandra och inåtvända, förs nedåt ett par gånger med medial kontakt med bröstet"
13710,elchock,"Dubbelkrokar, uppåtriktade och vända mot varandra, upprepade kontakter med varandra //
Klohänder, riktade mot varandra och inåtvända, den högra ovanför den vänstra, förs uppåt med bibehållen kontakt med bröstet"
07936,blus,"Flata händer, riktade mot varandra och inåtvända, förs nedåt med bibehållen kontakt med bröstet"
24217,svärföräldrar,"Tumhanden, vänsterriktad och nedåtvänd, förs åt höger med bibehållen kontakt med hakan //
Flata handen, vänsterriktad och inåtvänd, kontakt med övre delen av bröstet //
Flata handen, vänsterriktad och framåtvänd, kontakt med hakan //
Pekfingret, vänsterriktat och nedåtvänt, kontakt först med pannan och sedan med hakan"
18611,Svedala,"Pekfingret, framåtriktat och vänstervänt, förs åt vänster och höger med medial kontakt ovanpå pekfingret (fingret), högerriktat och inåtvänt"
06348,Kolmården,"Vinkelhanden, vänsterriktad och inåtvänd, kontakt först med vänstra sidan av bröstet och därefter med högra sidan av bröstet"
19059,vårrulle,"Tumhanden, vänsterriktad och inåtvänd, kontakt med vänstra sidan av hakan, förs åt höger till kontakt med högra sidan av hakan //
Bokstaveras: R-U-L-L-E"
14201,färd,"N-händer, framåtriktade och nedåtvända, korskontakt ovanpå varandra, förs framåt"
11656,test,"Dubbelkroken, framåtriktad och nedåtvänd, förs åt vänster och höger med medial kontakt ovanpå flata handen, högerriktad och inåtvänd"
03414,tippa,"Nyphanden, framåtriktad och nedåtvänd, förs inåt och åt vänster med medial kontakt ovanpå flata handen // Nyphanden, framåtriktad och nedåtvänd, förs inåt och åt höger med medial kontakt ovanpå flata handen"
03882,reklam,"Hållhänder, riktade mot varandra och inåtvända, slås växelvis upp och ner"
06439,Nässjö,"Pekfingret, uppåtriktat och inåtvänt, kontakt med näsan //
Vinkelhanden, uppåtriktad och vänstervändvänd, kontakt med hakan, förs sedan framåt"
16662,Imatra,"Bokstaveras: I //
Sprethänder, framåtriktade och nedåtvända, den högra snett bakom den vänstra, förs framåt med spelande fingrar"
17603,snut,Bokstaveras: S-N-U-T
19236,kypare,"Flata handen, högerriktad och uppåtvänd, förs framåt samtidigt som den slås framåt //
Måtthanden, högerriktad och framåtvänd, förs nedåt"
24618,avatar,"Klohanden, framåtriktad och nedåtvänd, kontakt ovanför klohanden, framåtriktad och uppåtvänd, förs uppåt"
03503,anklaga,"Krokfingret, uppåtriktat och inåtvänt, kontakt med hakan förs sedan framåt samtidigt som det vrids framåt, upprepade framåtrörelser"
07755,efterskott,"Flata handen, vänsterriktad och inåtvänd, kontakt ovanpå flata handen, framåtriktad och högervänd, förs framåt i uppåtgående båge //
Knutna handen, framåtriktad och vänstervänd, förs framåt till kontakt bakom flata handen, högerriktad och inåtvänd"
02162,borsta håret,"Hållhanden, inåtriktad och högervänd, förs nedåt bredvid huvudet ett par gånger"
00497,få tji,"Flata handen, framåtriktad och nedåtvänd, förs uppåt med bibehållen kontakt under flata handen, högerriktad och inåtvänd, samtidigt som den slås uppåt mot näsan/ansiktet"
05583,överdriva,"Flata tumhanden, uppåtriktad och vänstervänd, förs kort nedåt med bibehållen kontakt bredvid flata handen, uppåtriktad och högervänd, förändras till A-hand, kontakt"
07906,reflektera,"4-handen, vänsterriktad och nedåtvänd, förs i nedåtgående cirklar med spelande fingrar framför pannan"
08646,missköta,"Måtthanden, vänsterriktad och inåtvänd, kontakt med näsan, förs framåt samtidigt som den förändras till nyphand //
Sprethänder, uppåtriktade och framåtvända, förs åt vänster och höger"
19467,först,"Pekfingret, uppåtriktat och inåtvänt, förs nedåt"
19865,gycklare,"Sprethanden, uppåtriktad och framåtvänd, förs från sidan av pannan samtidigt som den slås åt höger och förändras till knuten hand"
18548,hästsvans,"Klohanden, uppåtriktad och vänstervänd, förs inåt bredvid ansiktet samtidigt som den förändras till knuten hand"
00305,mosa,"Knutna handen, framåtriktad och vänstervänd, upprepade kontakter ovanpå flata handen, högerriktad och uppåtvänd"
19930,jantelag,"Bokstaveras: J-A-N-T-E //
Pekfingret, vänsterriktat och nedåtvänt, förs åt vänster till kontakt bredvid flata handen, uppåtriktad och högervänd"
16083,Arsenal FC,"Klohänder, riktade mot varandra och uppåtvända, kontakt med varandra, förs sedan från varandra, upprepas"
12174,senap,Bokstaveras: S-E-N-A-P
24555,primtal,"Pekfingret, uppåtriktat och inåtvänt, upprepade kontakter bredvid pekfingret, uppåtriktat och inåtvänt"
10728,balanseringsdubbling,"Flata händer, framåtriktade och uppåtvända, förs upp och ner växelvis //
V-handen, uppåtriktad och vänstervänd, förs nedåt samtidigt som den slås framåt
"
12163,blodpudding,"Sprethanden, uppåtriktad och inåtvänd, kontakt med näsan, förs sedan nedåt med spelande fingrar //
Flata handen, framåtriktad och nedåtvänd, kontakt ovanpå flata handen, högerriktad och uppåtvänd, vrids upp, kontakt"
00411,ligga,"Flata handen, framåtriktad och uppåtvänd, förs nedåt till kontakt ovanpå flata handen, framåtriktad och uppåtvänd"
19896,vilda västern,"N-handen (med tummen sträckt), framåtriktad och vänstervänd, förs framåt med medial kontakt under flata handen, högerriktad och nedåtvänd, upprepas"
07774,handboll,"Klohanden, framåtriktad och nedåtvänd, förs kort nedåt, upprepas"
15479,reflektion,"4-handen, vänsterriktad och nedåtvänd, förs i nedåtgående cirklar med spelande fingrar framför pannan"
05968,styv,"Knutna handen, framåtriktad och vänstervänd, förs uppåt och inåt samtidigt som den slås uppåt"
00491,teckna,"Nyphanden, uppåtriktad och inåtvänd, förs nedåt samtidigt som den förs åt vänster och höger (med bibehållen kontakt) bakom flata handen, högerriktad och inåtvänd"
12230,process verb,"Pekfingrar, riktade mot varandra och inåtvända, förs framåt i framåtgående växelvisa cirklar över varandra //
Bokstaveras: V-E-R-B"
17635,arbetssätt,"Knutna handen, framåtriktad och vänstervänd, upprepade kontakter ovanpå knutna handen, framåtriktad och högervänd //
Knutna händer, uppåtriktade och vända mot varandra, förs mot varandra, kontakt"
10143,straff,"H. H., liksom knuten om en käpp o. d. ins. ned, gör ett bågformigt slag nedåt, varunder den vändes till ink. upp."
10120,språk,"H. H. släpar med fingerspetsarna ett par gånger utför V. H. 
Betyder även språk. 
Skrift 1, Som för namn."
19312,bipolär,"Raka måtthanden, uppåtriktad och framåtvänd, förs åt höger med upprepade förändringar till nyphanden"
03287,bolibompa,"O-handen, uppåtriktad och framåtvänd, förs kort framåt från munnen samtidigt som den förändras till klohand, upprepas"
11722,bestämhet,"Flata handen, framåtriktad och vänstervänd, upprepade kontakter ovanpå flata handen, högerriktad och uppåtvänd"
13335,stormarknad,"Flata händer, framåtriktade och vända mot varandra, förs från varandra //
Flata handen, framåtriktad och nedåtvänd, förs i vänstergående cirkel"
13199,blodgrupp,"Sprethanden, framåtriktad och nedåtvänd, förs framåt med bibehållen kontakt ovanpå sprethanden, framåtriktad och nedåtvänd, samtidigt som den spelar //
Klohänder, framåtriktade och vända mot varandra, förs mot varandra till kontakt med varandra"
10180,tabbe,"Motgångstecken 
B. H. knutna, samtidiga lätta slag nedåt, varunder de bli nedåtriktade. 
Läs om tecknet i ordboken!"
05707,lättad,"Vinkelhanden, uppåtriktad och vänstervänd, förs nedåt med bibehållen kontakt med bröstet"
04745,Europeiska unionen,Bokstaveras: E-U
23220,norsk,"N-handen, uppåtriktad och inåtvänd, kontakt med hakan //
N-handen, framåtriktad och nedåtvänd, förs först nedåt, och sedan snett uppåt och åt höger"
13257,stukning,"Flata handen, framåtriktad och nedåtvänd, vrids åt vänster"
20489,hjärta,"Pekfingrar, inåtriktade och vända från varandra, förs först uppåt och från varandra, förs slutligen nedåt mot varandra med bibehållen kontakt med vänstra sidan av bröstet"
24048,påsk,"N-handen, framåtriktad och nedåtvänd, upprepade kontakter ovanpå lilla O-handen, framåtriktad och uppåtvänd"
12978,Aspergers syndrom,"4-händer, uppåtriktade och vända mot varandra förs fram och in bredvid respektive sida av ansiktet"
06266,Hedemora,"Flata händer, framåtriktade och nedåtvända, vinkelkontakt, förs nedåt med upprepade rörelser från varandra"
06918,kallelse,"Flata händer, framåtriktade och uppåtvända, förändras till vinkelhänder bakom varandra, upprepas"
14670,roadracing,"Knutna, framåtriktad och nedåtvänd, förs nedåt bredvid knutna handen, framåtriktad och nedåtvänd //
Flata handen, framåtriktad och vänstervänd, vrids uppåt och nedåt ett par gånger med bibehållen kontakt ovanpå flata handen, högerriktad och nedåtvänd"
07717,godis,"Pekfingret, uppåtriktat och vänstervänt, kontakt med munnen //
Pekfingret, framåtriktat och vänstervänt, upprepade kontakter ovanpå pekfingret, högerriktat och inåtvänt"
15635,Betlehem,"Pekfingrar, uppåtriktade och vända mot varandra, korskontakt, förs från varandra samtidigt som de förändras till sprethänder // 
O-handen, framåtriktad och nedåtvänd, förs kort nedåt samtidigt som den förändras till sprethand"
19261,Vemdalen,"Flata handen, uppåtriktad och inåtvänd, kontakt med hakan, förs nedåt samtidigt som den förändras till vinkelhand //
Flata handen, framåtriktad och vänstervänd, förs åt höger i en nedåtgående båge samtidigt som den vrids åt höger"
23086,ventilation,"Sprethänder, riktade mot varandra och inåtvända, förs i växelvisa framåtgående cirklar"
12171,rostbiff,Bokstaveras: R-O-S-T-B-I-F-F
19307,skötbord,"Sprethänder, uppåtriktade och framåtvända, förs åt vänster och höger ett par gånger //
Flata händer, framåtriktade och nedåtvända, kontakt med varandra, förs från varandra"
20503,arg,"Dubbelkrokar, uppåtriktade och framåtvända, vrids uppåt samtidigt som de slås framåt"
12282,hopplös,"Dubbelkroken, framåtriktad och nedåtvänd, upprepade kontakter ovanpå flata handen, högerriktad och uppåtvänd"
02940,vapen,"Pekfingret, framåtriktat och vänstervänt, fingret böjs ett par gånger bakom S-handen, högerriktad och uppåtvänd"
23240,taekwondo,"Måtthänder, riktade mot varandra och inåtvända, förs nedåt med bibehållen kontakt med bröstet, upprepas"
14207,herrar,"Tumvinkelhanden, uppåtriktad och vänstervänd, kontakt med pannan, förs sedan framåt samtidigt som den förändras till A-hand, upprepas"
